Month,President,Party,MQScore,Justice,Value
20-May,Trump,Rep,J9MQ,C Thomas,3.6037
20-Apr,Trump,Rep,J1MQ,S Sotomayor,-2.6794
20-Apr,Trump,Rep,J2MQ,R Ginsburg,-1.731
20-Apr,Trump,Rep,J3MQ,E Kagan,-1.5824
20-Apr,Trump,Rep,J4MQ,S Breyer,-1.2332
20-Apr,Trump,Rep,J5MQ,B Kavanaugh,0.5405
20-Apr,Trump,Rep,J6MQ,J Roberts,0.9303
20-Apr,Trump,Rep,J7MQ,N Gorsuch,0.9823
20-Apr,Trump,Rep,J8MQ,S Alito,1.8167
20-Apr,Trump,Rep,J9MQ,C Thomas,3.6037
20-Mar,Trump,Rep,J1MQ,S Sotomayor,-2.6794
20-Mar,Trump,Rep,J2MQ,R Ginsburg,-1.731
20-Mar,Trump,Rep,J3MQ,E Kagan,-1.5824
20-Mar,Trump,Rep,J4MQ,S Breyer,-1.2332
20-Mar,Trump,Rep,J5MQ,B Kavanaugh,0.5405
20-Mar,Trump,Rep,J6MQ,J Roberts,0.9303
20-Mar,Trump,Rep,J7MQ,N Gorsuch,0.9823
20-Mar,Trump,Rep,J8MQ,S Alito,1.8167
20-Mar,Trump,Rep,J9MQ,C Thomas,3.6037
20-Feb,Trump,Rep,J1MQ,S Sotomayor,-2.6794
20-Feb,Trump,Rep,J2MQ,R Ginsburg,-1.731
20-Feb,Trump,Rep,J3MQ,E Kagan,-1.5824
20-Feb,Trump,Rep,J4MQ,S Breyer,-1.2332
20-Feb,Trump,Rep,J5MQ,B Kavanaugh,0.5405
20-Feb,Trump,Rep,J6MQ,J Roberts,0.9303
20-Feb,Trump,Rep,J7MQ,N Gorsuch,0.9823
20-Feb,Trump,Rep,J8MQ,S Alito,1.8167
20-Feb,Trump,Rep,J9MQ,C Thomas,3.6037
20-Jan,Trump,Rep,J1MQ,S Sotomayor,-2.6794
20-Jan,Trump,Rep,J2MQ,R Ginsburg,-1.731
20-Jan,Trump,Rep,J3MQ,E Kagan,-1.5824
20-Jan,Trump,Rep,J4MQ,S Breyer,-1.2332
20-Jan,Trump,Rep,J5MQ,B Kavanaugh,0.5405
20-Jan,Trump,Rep,J6MQ,J Roberts,0.9303
20-Jan,Trump,Rep,J7MQ,N Gorsuch,0.9823
20-Jan,Trump,Rep,J8MQ,S Alito,1.8167
20-Jan,Trump,Rep,J9MQ,C Thomas,3.6037
19-Dec,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Dec,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Dec,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Dec,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Dec,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Dec,Trump,Rep,J6MQ,J Roberts,0.9303
19-Dec,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Dec,Trump,Rep,J8MQ,S Alito,1.8167
19-Dec,Trump,Rep,J9MQ,C Thomas,3.6037
19-Nov,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Nov,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Nov,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Nov,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Nov,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Nov,Trump,Rep,J6MQ,J Roberts,0.9303
19-Nov,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Nov,Trump,Rep,J8MQ,S Alito,1.8167
19-Nov,Trump,Rep,J9MQ,C Thomas,3.6037
19-Oct,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Oct,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Oct,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Oct,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Oct,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Oct,Trump,Rep,J6MQ,J Roberts,0.9303
19-Oct,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Oct,Trump,Rep,J8MQ,S Alito,1.8167
19-Oct,Trump,Rep,J9MQ,C Thomas,3.6037
19-Sep,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Sep,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Sep,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Sep,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Sep,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Sep,Trump,Rep,J6MQ,J Roberts,0.9303
19-Sep,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Sep,Trump,Rep,J8MQ,S Alito,1.8167
19-Sep,Trump,Rep,J9MQ,C Thomas,3.6037
19-Aug,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Aug,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Aug,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Aug,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Aug,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Aug,Trump,Rep,J6MQ,J Roberts,0.9303
19-Aug,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Aug,Trump,Rep,J8MQ,S Alito,1.8167
19-Aug,Trump,Rep,J9MQ,C Thomas,3.6037
19-Jul,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Jul,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Jul,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Jul,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Jul,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Jul,Trump,Rep,J6MQ,J Roberts,0.9303
19-Jul,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Jul,Trump,Rep,J8MQ,S Alito,1.8167
19-Jul,Trump,Rep,J9MQ,C Thomas,3.6037
19-Jun,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Jun,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Jun,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Jun,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Jun,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Jun,Trump,Rep,J6MQ,J Roberts,0.9303
19-Jun,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Jun,Trump,Rep,J8MQ,S Alito,1.8167
19-Jun,Trump,Rep,J9MQ,C Thomas,3.6037
19-May,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-May,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-May,Trump,Rep,J3MQ,E Kagan,-1.5824
19-May,Trump,Rep,J4MQ,S Breyer,-1.2332
19-May,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-May,Trump,Rep,J6MQ,J Roberts,0.9303
19-May,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-May,Trump,Rep,J8MQ,S Alito,1.8167
19-May,Trump,Rep,J9MQ,C Thomas,3.6037
19-Apr,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Apr,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Apr,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Apr,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Apr,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Apr,Trump,Rep,J6MQ,J Roberts,0.9303
19-Apr,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Apr,Trump,Rep,J8MQ,S Alito,1.8167
19-Apr,Trump,Rep,J9MQ,C Thomas,3.6037
19-Mar,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Mar,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Mar,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Mar,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Mar,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Mar,Trump,Rep,J6MQ,J Roberts,0.9303
19-Mar,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Mar,Trump,Rep,J8MQ,S Alito,1.8167
19-Mar,Trump,Rep,J9MQ,C Thomas,3.6037
19-Feb,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Feb,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Feb,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Feb,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Feb,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Feb,Trump,Rep,J6MQ,J Roberts,0.9303
19-Feb,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Feb,Trump,Rep,J8MQ,S Alito,1.8167
19-Feb,Trump,Rep,J9MQ,C Thomas,3.6037
19-Jan,Trump,Rep,J1MQ,S Sotomayor,-2.6794
19-Jan,Trump,Rep,J2MQ,R Ginsburg,-1.731
19-Jan,Trump,Rep,J3MQ,E Kagan,-1.5824
19-Jan,Trump,Rep,J4MQ,S Breyer,-1.2332
19-Jan,Trump,Rep,J5MQ,B Kavanaugh,0.5405
19-Jan,Trump,Rep,J6MQ,J Roberts,0.9303
19-Jan,Trump,Rep,J7MQ,N Gorsuch,0.9823
19-Jan,Trump,Rep,J8MQ,S Alito,1.8167
19-Jan,Trump,Rep,J9MQ,C Thomas,3.6037
18-Dec,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Dec,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Dec,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Dec,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Dec,Trump,Rep,J5MQ,B Kavanaugh,0.5405
18-Dec,Trump,Rep,J6MQ,J Roberts,0.9303
18-Dec,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Dec,Trump,Rep,J8MQ,S Alito,1.8167
18-Dec,Trump,Rep,J9MQ,C Thomas,3.6037
18-Nov,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Nov,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Nov,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Nov,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Nov,Trump,Rep,J5MQ,B Kavanaugh,0.5405
18-Nov,Trump,Rep,J6MQ,J Roberts,0.9303
18-Nov,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Nov,Trump,Rep,J8MQ,S Alito,1.8167
18-Nov,Trump,Rep,J9MQ,C Thomas,3.6037
18-Oct,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Oct,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Oct,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Oct,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Oct,Trump,Rep,J5MQ,B Kavanaugh,0.5405
18-Oct,Trump,Rep,J6MQ,J Roberts,0.9303
18-Oct,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Oct,Trump,Rep,J8MQ,S Alito,1.8167
18-Oct,Trump,Rep,J9MQ,C Thomas,3.6037
18-Sep,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Sep,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Sep,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Sep,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Sep,Trump,Rep,J5MQ,,
18-Sep,Trump,Rep,J6MQ,J Roberts,0.9303
18-Sep,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Sep,Trump,Rep,J8MQ,S Alito,1.8167
18-Sep,Trump,Rep,J9MQ,C Thomas,3.6037
18-Aug,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Aug,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Aug,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Aug,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Aug,Trump,Rep,J5MQ,,
18-Aug,Trump,Rep,J6MQ,J Roberts,0.9303
18-Aug,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Aug,Trump,Rep,J8MQ,S Alito,1.8167
18-Aug,Trump,Rep,J9MQ,C Thomas,3.6037
18-Jul,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Jul,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Jul,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Jul,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Jul,Trump,Rep,J5MQ,A Kennedy,0.6823
18-Jul,Trump,Rep,J6MQ,J Roberts,0.9303
18-Jul,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Jul,Trump,Rep,J8MQ,S Alito,1.8167
18-Jul,Trump,Rep,J9MQ,C Thomas,3.6037
18-Jun,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Jun,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Jun,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Jun,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Jun,Trump,Rep,J5MQ,A Kennedy,0.6823
18-Jun,Trump,Rep,J6MQ,J Roberts,0.9303
18-Jun,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Jun,Trump,Rep,J8MQ,S Alito,1.8167
18-Jun,Trump,Rep,J9MQ,C Thomas,3.6037
18-May,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-May,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-May,Trump,Rep,J3MQ,E Kagan,-1.5824
18-May,Trump,Rep,J4MQ,S Breyer,-1.2332
18-May,Trump,Rep,J5MQ,A Kennedy,0.6823
18-May,Trump,Rep,J6MQ,J Roberts,0.9303
18-May,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-May,Trump,Rep,J8MQ,S Alito,1.8167
18-May,Trump,Rep,J9MQ,C Thomas,3.6037
18-Apr,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Apr,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Apr,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Apr,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Apr,Trump,Rep,J5MQ,A Kennedy,0.6823
18-Apr,Trump,Rep,J6MQ,J Roberts,0.9303
18-Apr,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Apr,Trump,Rep,J8MQ,S Alito,1.8167
18-Apr,Trump,Rep,J9MQ,C Thomas,3.6037
18-Mar,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Mar,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Mar,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Mar,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Mar,Trump,Rep,J5MQ,A Kennedy,0.6823
18-Mar,Trump,Rep,J6MQ,J Roberts,0.9303
18-Mar,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Mar,Trump,Rep,J8MQ,S Alito,1.8167
18-Mar,Trump,Rep,J9MQ,C Thomas,3.6037
18-Feb,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Feb,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Feb,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Feb,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Feb,Trump,Rep,J5MQ,A Kennedy,0.6823
18-Feb,Trump,Rep,J6MQ,J Roberts,0.9303
18-Feb,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Feb,Trump,Rep,J8MQ,S Alito,1.8167
18-Feb,Trump,Rep,J9MQ,C Thomas,3.6037
18-Jan,Trump,Rep,J1MQ,S Sotomayor,-2.6794
18-Jan,Trump,Rep,J2MQ,R Ginsburg,-1.731
18-Jan,Trump,Rep,J3MQ,E Kagan,-1.5824
18-Jan,Trump,Rep,J4MQ,S Breyer,-1.2332
18-Jan,Trump,Rep,J5MQ,A Kennedy,0.6823
18-Jan,Trump,Rep,J6MQ,J Roberts,0.9303
18-Jan,Trump,Rep,J7MQ,N Gorsuch,0.9823
18-Jan,Trump,Rep,J8MQ,S Alito,1.8167
18-Jan,Trump,Rep,J9MQ,C Thomas,3.6037
17-Dec,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Dec,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Dec,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Dec,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Dec,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Dec,Trump,Rep,J6MQ,J Roberts,0.9303
17-Dec,Trump,Rep,J7MQ,N Gorsuch,0.9823
17-Dec,Trump,Rep,J8MQ,S Alito,1.8167
17-Dec,Trump,Rep,J9MQ,C Thomas,3.6037
17-Nov,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Nov,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Nov,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Nov,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Nov,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Nov,Trump,Rep,J6MQ,J Roberts,0.9303
17-Nov,Trump,Rep,J7MQ,N Gorsuch,0.9823
17-Nov,Trump,Rep,J8MQ,S Alito,1.8167
17-Nov,Trump,Rep,J9MQ,C Thomas,3.6037
17-Oct,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Oct,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Oct,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Oct,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Oct,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Oct,Trump,Rep,J6MQ,J Roberts,0.9303
17-Oct,Trump,Rep,J7MQ,N Gorsuch,0.9823
17-Oct,Trump,Rep,J8MQ,S Alito,1.8167
17-Oct,Trump,Rep,J9MQ,C Thomas,3.6037
17-Sep,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Sep,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Sep,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Sep,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Sep,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Sep,Trump,Rep,J6MQ,J Roberts,0.9303
17-Sep,Trump,Rep,J7MQ,N Gorsuch,0.9823
17-Sep,Trump,Rep,J8MQ,S Alito,1.8167
17-Sep,Trump,Rep,J9MQ,C Thomas,3.6037
17-Aug,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Aug,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Aug,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Aug,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Aug,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Aug,Trump,Rep,J6MQ,J Roberts,0.9303
17-Aug,Trump,Rep,J7MQ,N Gorsuch,0.9823
17-Aug,Trump,Rep,J8MQ,S Alito,1.8167
17-Aug,Trump,Rep,J9MQ,C Thomas,3.6037
17-Jul,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Jul,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Jul,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Jul,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Jul,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Jul,Trump,Rep,J6MQ,J Roberts,0.9303
17-Jul,Trump,Rep,J7MQ,N Gorsuch,0.9823
17-Jul,Trump,Rep,J8MQ,S Alito,1.8167
17-Jul,Trump,Rep,J9MQ,C Thomas,3.6037
17-Jun,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Jun,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Jun,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Jun,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Jun,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Jun,Trump,Rep,J6MQ,J Roberts,0.9303
17-Jun,Trump,Rep,J7MQ,N Gorsuch,0.9823
17-Jun,Trump,Rep,J8MQ,S Alito,1.8167
17-Jun,Trump,Rep,J9MQ,C Thomas,3.6037
17-May,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-May,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-May,Trump,Rep,J3MQ,E Kagan,-1.5824
17-May,Trump,Rep,J4MQ,S Breyer,-1.2332
17-May,Trump,Rep,J5MQ,A Kennedy,0.6823
17-May,Trump,Rep,J6MQ,J Roberts,0.9303
17-May,Trump,Rep,J7MQ,N Gorsuch,0.9823
17-May,Trump,Rep,J8MQ,S Alito,1.8167
17-May,Trump,Rep,J9MQ,C Thomas,3.6037
17-Apr,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Apr,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Apr,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Apr,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Apr,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Apr,Trump,Rep,J6MQ,J Roberts,0.9303
17-Apr,Trump,Rep,J7MQ,N Gorsuch,0.9823
17-Apr,Trump,Rep,J8MQ,S Alito,1.8167
17-Apr,Trump,Rep,J9MQ,C Thomas,3.6037
17-Mar,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Mar,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Mar,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Mar,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Mar,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Mar,Trump,Rep,J6MQ,J Roberts,0.9303
17-Mar,Trump,Rep,J7MQ,S Alito,1.8167
17-Mar,Trump,Rep,J8MQ,,
17-Mar,Trump,Rep,J9MQ,C Thomas,3.6037
17-Feb,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Feb,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Feb,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Feb,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Feb,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Feb,Trump,Rep,J6MQ,J Roberts,0.9303
17-Feb,Trump,Rep,J7MQ,S Alito,1.8167
17-Feb,Trump,Rep,J8MQ,,
17-Feb,Trump,Rep,J9MQ,C Thomas,3.6037
17-Jan,Trump,Rep,J1MQ,S Sotomayor,-2.6794
17-Jan,Trump,Rep,J2MQ,R Ginsburg,-1.731
17-Jan,Trump,Rep,J3MQ,E Kagan,-1.5824
17-Jan,Trump,Rep,J4MQ,S Breyer,-1.2332
17-Jan,Trump,Rep,J5MQ,A Kennedy,0.6823
17-Jan,Trump,Rep,J6MQ,J Roberts,0.9303
17-Jan,Trump,Rep,J7MQ,S Alito,1.8167
17-Jan,Trump,Rep,J8MQ,,
17-Jan,Trump,Rep,J9MQ,C Thomas,3.6037
16-Dec,Obama,Dem,J1MQ,S Sotomayor,-2.6794
16-Dec,Obama,Dem,J2MQ,R Ginsburg,-1.731
16-Dec,Obama,Dem,J3MQ,E Kagan,-1.5824
16-Dec,Obama,Dem,J4MQ,S Breyer,-1.2332
16-Dec,Obama,Dem,J5MQ,A Kennedy,0.6823
16-Dec,Obama,Dem,J6MQ,J Roberts,0.9303
16-Dec,Obama,Dem,J7MQ,S Alito,1.8167
