Month,President,Party,MQScore,Justice,Value
May-90,G H W Bush,Rep,J3MQ,D Souter,-0.7725
May-90,G H W Bush,Rep,J4MQ,H Blackmun,-0.0273
May-90,G H W Bush,Rep,J5MQ,B White,0.436
May-90,G H W Bush,Rep,J6MQ,A Kennedy,0.6823
May-90,G H W Bush,Rep,J7MQ,S D O'Connor,1.0147
May-90,G H W Bush,Rep,J8MQ,W Brennan,1.7802
May-90,G H W Bush,Rep,J9MQ,A Scalia,2.5145
Apr-90,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Apr-90,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Apr-90,G H W Bush,Rep,J3MQ,D Souter,-0.7725
Apr-90,G H W Bush,Rep,J4MQ,H Blackmun,-0.0273
Apr-90,G H W Bush,Rep,J5MQ,B White,0.436
Apr-90,G H W Bush,Rep,J6MQ,A Kennedy,0.6823
Apr-90,G H W Bush,Rep,J7MQ,S D O'Connor,1.0147
Apr-90,G H W Bush,Rep,J8MQ,W Brennan,1.7802
Apr-90,G H W Bush,Rep,J9MQ,A Scalia,2.5145
Mar-90,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Mar-90,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Mar-90,G H W Bush,Rep,J3MQ,D Souter,-0.7725
Mar-90,G H W Bush,Rep,J4MQ,H Blackmun,-0.0273
Mar-90,G H W Bush,Rep,J5MQ,B White,0.436
Mar-90,G H W Bush,Rep,J6MQ,A Kennedy,0.6823
Mar-90,G H W Bush,Rep,J7MQ,S D O'Connor,1.0147
Mar-90,G H W Bush,Rep,J8MQ,W Brennan,1.7802
Mar-90,G H W Bush,Rep,J9MQ,A Scalia,2.5145
Feb-90,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Feb-90,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Feb-90,G H W Bush,Rep,J3MQ,D Souter,-0.7725
Feb-90,G H W Bush,Rep,J4MQ,H Blackmun,-0.0273
Feb-90,G H W Bush,Rep,J5MQ,B White,0.436
Feb-90,G H W Bush,Rep,J6MQ,A Kennedy,0.6823
Feb-90,G H W Bush,Rep,J7MQ,S D O'Connor,1.0147
Feb-90,G H W Bush,Rep,J8MQ,W Brennan,1.7802
Feb-90,G H W Bush,Rep,J9MQ,A Scalia,2.5145
Jan-90,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Jan-90,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Jan-90,G H W Bush,Rep,J3MQ,D Souter,-0.7725
Jan-90,G H W Bush,Rep,J4MQ,H Blackmun,-0.0273
Jan-90,G H W Bush,Rep,J5MQ,B White,0.436
Jan-90,G H W Bush,Rep,J6MQ,A Kennedy,0.6823
Jan-90,G H W Bush,Rep,J7MQ,S D O'Connor,1.0147
Jan-90,G H W Bush,Rep,J8MQ,W Brennan,1.7802
Jan-90,G H W Bush,Rep,J9MQ,A Scalia,2.5145
Dec-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Dec-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Dec-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Dec-89,G H W Bush,Rep,J4MQ,B White,0.436
Dec-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Dec-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Dec-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Dec-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Dec-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Nov-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Nov-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Nov-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Nov-89,G H W Bush,Rep,J4MQ,B White,0.436
Nov-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Nov-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Nov-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Nov-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Nov-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Oct-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Oct-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Oct-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Oct-89,G H W Bush,Rep,J4MQ,B White,0.436
Oct-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Oct-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Oct-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Oct-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Oct-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Sep-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Sep-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Sep-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Sep-89,G H W Bush,Rep,J4MQ,B White,0.436
Sep-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Sep-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Sep-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Sep-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Sep-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Aug-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Aug-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Aug-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Aug-89,G H W Bush,Rep,J4MQ,B White,0.436
Aug-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Aug-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Aug-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Aug-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Aug-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Jul-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Jul-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Jul-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Jul-89,G H W Bush,Rep,J4MQ,B White,0.436
Jul-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Jul-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Jul-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Jul-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Jul-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Jun-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Jun-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Jun-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Jun-89,G H W Bush,Rep,J4MQ,B White,0.436
Jun-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Jun-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Jun-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Jun-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Jun-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
May-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
May-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
May-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
May-89,G H W Bush,Rep,J4MQ,B White,0.436
May-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
May-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
May-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
May-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
May-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Apr-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Apr-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Apr-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Apr-89,G H W Bush,Rep,J4MQ,B White,0.436
Apr-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Apr-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Apr-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Apr-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Apr-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Mar-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Mar-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Mar-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Mar-89,G H W Bush,Rep,J4MQ,B White,0.436
Mar-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Mar-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Mar-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Mar-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Mar-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Feb-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Feb-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Feb-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Feb-89,G H W Bush,Rep,J4MQ,B White,0.436
Feb-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Feb-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Feb-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Feb-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Feb-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Jan-89,G H W Bush,Rep,J1MQ,T Marshall,-2.8313
Jan-89,G H W Bush,Rep,J2MQ,J P Stevens,-1.8098
Jan-89,G H W Bush,Rep,J3MQ,H Blackmun,-0.0273
Jan-89,G H W Bush,Rep,J4MQ,B White,0.436
Jan-89,G H W Bush,Rep,J5MQ,A Kennedy,0.6823
Jan-89,G H W Bush,Rep,J6MQ,S D O'Connor,1.0147
Jan-89,G H W Bush,Rep,J7MQ,W Brennan,1.7802
Jan-89,G H W Bush,Rep,J8MQ,A Scalia,2.5145
Jan-89,G H W Bush,Rep,J9MQ,W Rehnquist,2.969
Dec-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Dec-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Dec-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Dec-88,Reagan,Rep,J4MQ,B White,0.436
Dec-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
Dec-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Dec-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Dec-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Dec-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Nov-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Nov-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Nov-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Nov-88,Reagan,Rep,J4MQ,B White,0.436
Nov-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
Nov-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Nov-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Nov-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Nov-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Oct-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Oct-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Oct-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Oct-88,Reagan,Rep,J4MQ,B White,0.436
Oct-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
Oct-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Oct-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Oct-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Oct-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Sep-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Sep-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Sep-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Sep-88,Reagan,Rep,J4MQ,B White,0.436
Sep-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
Sep-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Sep-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Sep-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Sep-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Aug-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Aug-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Aug-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Aug-88,Reagan,Rep,J4MQ,B White,0.436
Aug-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
Aug-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Aug-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Aug-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Aug-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Jul-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Jul-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Jul-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Jul-88,Reagan,Rep,J4MQ,B White,0.436
Jul-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
Jul-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Jul-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Jul-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Jul-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Jun-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Jun-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Jun-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Jun-88,Reagan,Rep,J4MQ,B White,0.436
Jun-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
Jun-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Jun-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Jun-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Jun-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
May-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
May-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
May-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
May-88,Reagan,Rep,J4MQ,B White,0.436
May-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
May-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
May-88,Reagan,Rep,J7MQ,W Brennan,1.7802
May-88,Reagan,Rep,J8MQ,A Scalia,2.5145
May-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Apr-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Apr-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Apr-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Apr-88,Reagan,Rep,J4MQ,B White,0.436
Apr-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
Apr-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Apr-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Apr-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Apr-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Mar-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Mar-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Mar-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Mar-88,Reagan,Rep,J4MQ,B White,0.436
Mar-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
Mar-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Mar-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Mar-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Mar-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Feb-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Feb-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Feb-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Feb-88,Reagan,Rep,J4MQ,B White,0.436
Feb-88,Reagan,Rep,J5MQ,A Kennedy,0.6823
Feb-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Feb-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Feb-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Feb-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Jan-88,Reagan,Rep,J1MQ,T Marshall,-2.8313
Jan-88,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Jan-88,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Jan-88,Reagan,Rep,J4MQ,B White,0.436
Jan-88,Reagan,Rep,J5MQ,,
Jan-88,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Jan-88,Reagan,Rep,J7MQ,W Brennan,1.7802
Jan-88,Reagan,Rep,J8MQ,A Scalia,2.5145
Jan-88,Reagan,Rep,J9MQ,W Rehnquist,2.969
Dec-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
Dec-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Dec-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Dec-87,Reagan,Rep,J4MQ,B White,0.436
Dec-87,Reagan,Rep,J5MQ,,
Dec-87,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Dec-87,Reagan,Rep,J7MQ,W Brennan,1.7802
Dec-87,Reagan,Rep,J8MQ,A Scalia,2.5145
Dec-87,Reagan,Rep,J9MQ,W Rehnquist,2.969
Nov-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
Nov-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Nov-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Nov-87,Reagan,Rep,J4MQ,B White,0.436
Nov-87,Reagan,Rep,J5MQ,,
Nov-87,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Nov-87,Reagan,Rep,J7MQ,W Brennan,1.7802
Nov-87,Reagan,Rep,J8MQ,A Scalia,2.5145
Nov-87,Reagan,Rep,J9MQ,W Rehnquist,2.969
Oct-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
Oct-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Oct-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Oct-87,Reagan,Rep,J4MQ,B White,0.436
Oct-87,Reagan,Rep,J5MQ,,
Oct-87,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Oct-87,Reagan,Rep,J7MQ,W Brennan,1.7802
Oct-87,Reagan,Rep,J8MQ,A Scalia,2.5145
Oct-87,Reagan,Rep,J9MQ,W Rehnquist,2.969
Sep-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
Sep-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Sep-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Sep-87,Reagan,Rep,J4MQ,B White,0.436
Sep-87,Reagan,Rep,J5MQ,,
Sep-87,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Sep-87,Reagan,Rep,J7MQ,W Brennan,1.7802
Sep-87,Reagan,Rep,J8MQ,A Scalia,2.5145
Sep-87,Reagan,Rep,J9MQ,W Rehnquist,2.969
Aug-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
Aug-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Aug-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Aug-87,Reagan,Rep,J4MQ,B White,0.436
Aug-87,Reagan,Rep,J5MQ,,
Aug-87,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Aug-87,Reagan,Rep,J7MQ,W Brennan,1.7802
Aug-87,Reagan,Rep,J8MQ,A Scalia,2.5145
Aug-87,Reagan,Rep,J9MQ,W Rehnquist,2.969
Jul-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
Jul-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Jul-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Jul-87,Reagan,Rep,J4MQ,B White,0.436
Jul-87,Reagan,Rep,J5MQ,,
Jul-87,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Jul-87,Reagan,Rep,J7MQ,W Brennan,1.7802
Jul-87,Reagan,Rep,J8MQ,A Scalia,2.5145
Jul-87,Reagan,Rep,J9MQ,W Rehnquist,2.969
Jun-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
Jun-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Jun-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Jun-87,Reagan,Rep,J4MQ,B White,0.436
Jun-87,Reagan,Rep,J5MQ,L Powell,0.9696
Jun-87,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Jun-87,Reagan,Rep,J7MQ,W Brennan,1.7802
Jun-87,Reagan,Rep,J8MQ,A Scalia,2.5145
Jun-87,Reagan,Rep,J9MQ,W Rehnquist,2.969
May-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
May-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
May-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
May-87,Reagan,Rep,J4MQ,B White,0.436
May-87,Reagan,Rep,J5MQ,L Powell,0.9696
May-87,Reagan,Rep,J6MQ,S D O'Connor,1.0147
May-87,Reagan,Rep,J7MQ,W Brennan,1.7802
May-87,Reagan,Rep,J8MQ,A Scalia,2.5145
May-87,Reagan,Rep,J9MQ,W Rehnquist,2.969
Apr-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
Apr-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Apr-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Apr-87,Reagan,Rep,J4MQ,B White,0.436
Apr-87,Reagan,Rep,J5MQ,L Powell,0.9696
Apr-87,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Apr-87,Reagan,Rep,J7MQ,W Brennan,1.7802
Apr-87,Reagan,Rep,J8MQ,A Scalia,2.5145
Apr-87,Reagan,Rep,J9MQ,W Rehnquist,2.969
Mar-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
Mar-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Mar-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Mar-87,Reagan,Rep,J4MQ,B White,0.436
Mar-87,Reagan,Rep,J5MQ,L Powell,0.9696
Mar-87,Reagan,Rep,J6MQ,S D O'Connor,1.0147
Mar-87,Reagan,Rep,J7MQ,W Brennan,1.7802
Mar-87,Reagan,Rep,J8MQ,A Scalia,2.5145
Mar-87,Reagan,Rep,J9MQ,W Rehnquist,2.969
Feb-87,Reagan,Rep,J1MQ,T Marshall,-2.8313
Feb-87,Reagan,Rep,J2MQ,J P Stevens,-1.8098
Feb-87,Reagan,Rep,J3MQ,H Blackmun,-0.0273
Feb-87,Reagan,Rep,J4MQ,B White,0.436
Feb-87,Reagan,Rep,J5MQ,L Powell,0.9696
