Month,President,Party,MQScore,Justice,Value
10-Aug,Obama,Dem,J7MQ,[GWBush 3],1.3735
10-Aug,Obama,Dem,J8MQ,[GWBush 4],1.3735
10-Aug,Obama,Dem,J9MQ,S Alito,1.8167
10-Jul,Obama,Dem,J1MQ,S Sotomayor,-2.6794
10-Jul,Obama,Dem,J2MQ,R Ginsburg,-1.731
10-Jul,Obama,Dem,J3MQ,[Clinton 3],-1.4821
10-Jul,Obama,Dem,J4MQ,[Clinton 4],-1.4821
10-Jul,Obama,Dem,J5MQ,S Breyer,-1.2332
10-Jul,Obama,Dem,J6MQ,J Roberts,0.9303
10-Jul,Obama,Dem,J7MQ,[GWBush 3],1.3735
10-Jul,Obama,Dem,J8MQ,[GWBush 4],1.3735
10-Jul,Obama,Dem,J9MQ,S Alito,1.8167
10-Jun,Obama,Dem,J1MQ,S Sotomayor,-2.6794
10-Jun,Obama,Dem,J2MQ,R Ginsburg,-1.731
10-Jun,Obama,Dem,J3MQ,[Clinton 3],-1.4821
10-Jun,Obama,Dem,J4MQ,[Clinton 4],-1.4821
10-Jun,Obama,Dem,J5MQ,S Breyer,-1.2332
10-Jun,Obama,Dem,J6MQ,J Roberts,0.9303
10-Jun,Obama,Dem,J7MQ,[GWBush 3],1.3735
10-Jun,Obama,Dem,J8MQ,[GWBush 4],1.3735
10-Jun,Obama,Dem,J9MQ,S Alito,1.8167
10-May,Obama,Dem,J1MQ,S Sotomayor,-2.6794
10-May,Obama,Dem,J2MQ,R Ginsburg,-1.731
10-May,Obama,Dem,J3MQ,[Clinton 3],-1.4821
10-May,Obama,Dem,J4MQ,[Clinton 4],-1.4821
10-May,Obama,Dem,J5MQ,S Breyer,-1.2332
10-May,Obama,Dem,J6MQ,J Roberts,0.9303
10-May,Obama,Dem,J7MQ,[GWBush 3],1.3735
10-May,Obama,Dem,J8MQ,[GWBush 4],1.3735
10-May,Obama,Dem,J9MQ,S Alito,1.8167
10-Apr,Obama,Dem,J1MQ,S Sotomayor,-2.6794
10-Apr,Obama,Dem,J2MQ,R Ginsburg,-1.731
10-Apr,Obama,Dem,J3MQ,[Clinton 3],-1.4821
10-Apr,Obama,Dem,J4MQ,[Clinton 4],-1.4821
10-Apr,Obama,Dem,J5MQ,S Breyer,-1.2332
10-Apr,Obama,Dem,J6MQ,J Roberts,0.9303
10-Apr,Obama,Dem,J7MQ,[GWBush 3],1.3735
10-Apr,Obama,Dem,J8MQ,[GWBush 4],1.3735
10-Apr,Obama,Dem,J9MQ,S Alito,1.8167
10-Mar,Obama,Dem,J1MQ,S Sotomayor,-2.6794
10-Mar,Obama,Dem,J2MQ,R Ginsburg,-1.731
10-Mar,Obama,Dem,J3MQ,[Clinton 3],-1.4821
10-Mar,Obama,Dem,J4MQ,[Clinton 4],-1.4821
10-Mar,Obama,Dem,J5MQ,S Breyer,-1.2332
10-Mar,Obama,Dem,J6MQ,J Roberts,0.9303
10-Mar,Obama,Dem,J7MQ,[GWBush 3],1.3735
10-Mar,Obama,Dem,J8MQ,[GWBush 4],1.3735
10-Mar,Obama,Dem,J9MQ,S Alito,1.8167
10-Feb,Obama,Dem,J1MQ,S Sotomayor,-2.6794
10-Feb,Obama,Dem,J2MQ,R Ginsburg,-1.731
10-Feb,Obama,Dem,J3MQ,[Clinton 3],-1.4821
10-Feb,Obama,Dem,J4MQ,[Clinton 4],-1.4821
10-Feb,Obama,Dem,J5MQ,S Breyer,-1.2332
10-Feb,Obama,Dem,J6MQ,J Roberts,0.9303
10-Feb,Obama,Dem,J7MQ,[GWBush 3],1.3735
10-Feb,Obama,Dem,J8MQ,[GWBush 4],1.3735
10-Feb,Obama,Dem,J9MQ,S Alito,1.8167
10-Jan,Obama,Dem,J1MQ,S Sotomayor,-2.6794
10-Jan,Obama,Dem,J2MQ,R Ginsburg,-1.731
10-Jan,Obama,Dem,J3MQ,[Clinton 3],-1.4821
10-Jan,Obama,Dem,J4MQ,[Clinton 4],-1.4821
10-Jan,Obama,Dem,J5MQ,S Breyer,-1.2332
10-Jan,Obama,Dem,J6MQ,J Roberts,0.9303
10-Jan,Obama,Dem,J7MQ,[GWBush 3],1.3735
10-Jan,Obama,Dem,J8MQ,[GWBush 4],1.3735
10-Jan,Obama,Dem,J9MQ,S Alito,1.8167
9-Dec,Obama,Dem,J1MQ,S Sotomayor,-2.6794
9-Dec,Obama,Dem,J2MQ,R Ginsburg,-1.731
9-Dec,Obama,Dem,J3MQ,[Clinton 3],-1.4821
9-Dec,Obama,Dem,J4MQ,[Clinton 4],-1.4821
9-Dec,Obama,Dem,J5MQ,S Breyer,-1.2332
9-Dec,Obama,Dem,J6MQ,J Roberts,0.9303
9-Dec,Obama,Dem,J7MQ,[GWBush 3],1.3735
9-Dec,Obama,Dem,J8MQ,[GWBush 4],1.3735
9-Dec,Obama,Dem,J9MQ,S Alito,1.8167
9-Nov,Obama,Dem,J1MQ,S Sotomayor,-2.6794
9-Nov,Obama,Dem,J2MQ,R Ginsburg,-1.731
9-Nov,Obama,Dem,J3MQ,[Clinton 3],-1.4821
9-Nov,Obama,Dem,J4MQ,[Clinton 4],-1.4821
9-Nov,Obama,Dem,J5MQ,S Breyer,-1.2332
9-Nov,Obama,Dem,J6MQ,J Roberts,0.9303
9-Nov,Obama,Dem,J7MQ,[GWBush 3],1.3735
9-Nov,Obama,Dem,J8MQ,[GWBush 4],1.3735
9-Nov,Obama,Dem,J9MQ,S Alito,1.8167
9-Oct,Obama,Dem,J1MQ,S Sotomayor,-2.6794
9-Oct,Obama,Dem,J2MQ,R Ginsburg,-1.731
9-Oct,Obama,Dem,J3MQ,[Clinton 3],-1.4821
9-Oct,Obama,Dem,J4MQ,[Clinton 4],-1.4821
9-Oct,Obama,Dem,J5MQ,S Breyer,-1.2332
9-Oct,Obama,Dem,J6MQ,J Roberts,0.9303
9-Oct,Obama,Dem,J7MQ,[GWBush 3],1.3735
9-Oct,Obama,Dem,J8MQ,[GWBush 4],1.3735
9-Oct,Obama,Dem,J9MQ,S Alito,1.8167
9-Sep,Obama,Dem,J1MQ,R Ginsburg,-1.731
9-Sep,Obama,Dem,J2MQ,[Clinton 3],-1.4821
9-Sep,Obama,Dem,J3MQ,[Clinton 4],-1.4821
9-Sep,Obama,Dem,J4MQ,S Breyer,-1.2332
9-Sep,Obama,Dem,J5MQ,J Roberts,0.9303
9-Sep,Obama,Dem,J6MQ,[GWBush 3],1.3735
9-Sep,Obama,Dem,J7MQ,[GWBush 4],1.3735
9-Sep,Obama,Dem,J8MQ,S Alito,1.8167
9-Sep,Obama,Dem,J9MQ,C Thomas,3.6037
9-Aug,Obama,Dem,J1MQ,R Ginsburg,-1.731
9-Aug,Obama,Dem,J2MQ,[Clinton 3],-1.4821
9-Aug,Obama,Dem,J3MQ,[Clinton 4],-1.4821
9-Aug,Obama,Dem,J4MQ,S Breyer,-1.2332
9-Aug,Obama,Dem,J5MQ,J Roberts,0.9303
9-Aug,Obama,Dem,J6MQ,[GWBush 3],1.3735
9-Aug,Obama,Dem,J7MQ,[GWBush 4],1.3735
9-Aug,Obama,Dem,J8MQ,S Alito,1.8167
9-Aug,Obama,Dem,J9MQ,C Thomas,3.6037
9-Jul,Obama,Dem,J1MQ,R Ginsburg,-1.731
9-Jul,Obama,Dem,J2MQ,[Clinton 3],-1.4821
9-Jul,Obama,Dem,J3MQ,[Clinton 4],-1.4821
9-Jul,Obama,Dem,J4MQ,S Breyer,-1.2332
9-Jul,Obama,Dem,J5MQ,J Roberts,0.9303
9-Jul,Obama,Dem,J6MQ,[GWBush 3],1.3735
9-Jul,Obama,Dem,J7MQ,[GWBush 4],1.3735
9-Jul,Obama,Dem,J8MQ,S Alito,1.8167
9-Jul,Obama,Dem,J9MQ,C Thomas,3.6037
9-Jun,Obama,Dem,J1MQ,R Ginsburg,-1.731
9-Jun,Obama,Dem,J2MQ,[Clinton 3],-1.4821
9-Jun,Obama,Dem,J3MQ,[Clinton 4],-1.4821
9-Jun,Obama,Dem,J4MQ,S Breyer,-1.2332
9-Jun,Obama,Dem,J5MQ,J Roberts,0.9303
9-Jun,Obama,Dem,J6MQ,[GWBush 3],1.3735
9-Jun,Obama,Dem,J7MQ,[GWBush 4],1.3735
9-Jun,Obama,Dem,J8MQ,S Alito,1.8167
9-Jun,Obama,Dem,J9MQ,C Thomas,3.6037
9-May,Obama,Dem,J1MQ,R Ginsburg,-1.731
9-May,Obama,Dem,J2MQ,[Clinton 3],-1.4821
9-May,Obama,Dem,J3MQ,[Clinton 4],-1.4821
9-May,Obama,Dem,J4MQ,S Breyer,-1.2332
9-May,Obama,Dem,J5MQ,J Roberts,0.9303
9-May,Obama,Dem,J6MQ,[GWBush 3],1.3735
9-May,Obama,Dem,J7MQ,[GWBush 4],1.3735
9-May,Obama,Dem,J8MQ,S Alito,1.8167
9-May,Obama,Dem,J9MQ,C Thomas,3.6037
9-Apr,Obama,Dem,J1MQ,R Ginsburg,-1.731
9-Apr,Obama,Dem,J2MQ,[Clinton 3],-1.4821
9-Apr,Obama,Dem,J3MQ,[Clinton 4],-1.4821
9-Apr,Obama,Dem,J4MQ,S Breyer,-1.2332
9-Apr,Obama,Dem,J5MQ,J Roberts,0.9303
9-Apr,Obama,Dem,J6MQ,[GWBush 3],1.3735
9-Apr,Obama,Dem,J7MQ,[GWBush 4],1.3735
9-Apr,Obama,Dem,J8MQ,S Alito,1.8167
9-Apr,Obama,Dem,J9MQ,C Thomas,3.6037
9-Mar,Obama,Dem,J1MQ,R Ginsburg,-1.731
9-Mar,Obama,Dem,J2MQ,[Clinton 3],-1.4821
9-Mar,Obama,Dem,J3MQ,[Clinton 4],-1.4821
9-Mar,Obama,Dem,J4MQ,S Breyer,-1.2332
9-Mar,Obama,Dem,J5MQ,J Roberts,0.9303
9-Mar,Obama,Dem,J6MQ,[GWBush 3],1.3735
9-Mar,Obama,Dem,J7MQ,[GWBush 4],1.3735
9-Mar,Obama,Dem,J8MQ,S Alito,1.8167
9-Mar,Obama,Dem,J9MQ,C Thomas,3.6037
9-Feb,Obama,Dem,J1MQ,R Ginsburg,-1.731
9-Feb,Obama,Dem,J2MQ,[Clinton 3],-1.4821
9-Feb,Obama,Dem,J3MQ,[Clinton 4],-1.4821
9-Feb,Obama,Dem,J4MQ,S Breyer,-1.2332
9-Feb,Obama,Dem,J5MQ,J Roberts,0.9303
9-Feb,Obama,Dem,J6MQ,[GWBush 3],1.3735
9-Feb,Obama,Dem,J7MQ,[GWBush 4],1.3735
9-Feb,Obama,Dem,J8MQ,S Alito,1.8167
9-Feb,Obama,Dem,J9MQ,C Thomas,3.6037
9-Jan,Obama,Dem,J1MQ,R Ginsburg,-1.731
9-Jan,Obama,Dem,J2MQ,[Clinton 3],-1.4821
9-Jan,Obama,Dem,J3MQ,[Clinton 4],-1.4821
9-Jan,Obama,Dem,J4MQ,S Breyer,-1.2332
9-Jan,Obama,Dem,J5MQ,J Roberts,0.9303
9-Jan,Obama,Dem,J6MQ,[GWBush 3],1.3735
9-Jan,Obama,Dem,J7MQ,[GWBush 4],1.3735
9-Jan,Obama,Dem,J8MQ,S Alito,1.8167
9-Jan,Obama,Dem,J9MQ,C Thomas,3.6037
8-Dec,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Dec,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Dec,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Dec,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Dec,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Dec,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Dec,G W Bush,Rep,J7MQ,[GWBush 4],1.3735
8-Dec,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Dec,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-Nov,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Nov,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Nov,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Nov,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Nov,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Nov,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Nov,G W Bush,Rep,J7MQ,[GWBush 4],1.3735
8-Nov,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Nov,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-Oct,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Oct,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Oct,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Oct,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Oct,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Oct,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Oct,G W Bush,Rep,J7MQ,[GWBush 4],1.3735
8-Oct,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Oct,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-Sep,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Sep,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Sep,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Sep,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Sep,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Sep,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Sep,G W Bush,Rep,J7MQ,[GWBush 4],1.3735
8-Sep,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Sep,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-Aug,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Aug,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Aug,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Aug,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Aug,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Aug,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Aug,G W Bush,Rep,J7MQ,[GWBush 4],1.3735
8-Aug,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Aug,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-Jul,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Jul,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Jul,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Jul,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Jul,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Jul,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Jul,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
8-Jul,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Jul,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-Jun,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Jun,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Jun,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Jun,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Jun,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Jun,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Jun,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
8-Jun,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Jun,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-May,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-May,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-May,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-May,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-May,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-May,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-May,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
8-May,G W Bush,Rep,J8MQ,S Alito,1.8167
8-May,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-Apr,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Apr,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Apr,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Apr,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Apr,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Apr,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Apr,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
8-Apr,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Apr,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-Mar,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Mar,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Mar,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Mar,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Mar,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Mar,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Mar,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
8-Mar,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Mar,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-Feb,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Feb,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Feb,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Feb,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Feb,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Feb,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Feb,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
8-Feb,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Feb,G W Bush,Rep,J9MQ,C Thomas,3.6037
8-Jan,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
8-Jan,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
8-Jan,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
8-Jan,G W Bush,Rep,J4MQ,S Breyer,-1.2332
8-Jan,G W Bush,Rep,J5MQ,J Roberts,0.9303
8-Jan,G W Bush,Rep,J6MQ,[GWBush 3],1.3735
8-Jan,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
8-Jan,G W Bush,Rep,J8MQ,S Alito,1.8167
8-Jan,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-Dec,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-Dec,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-Dec,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-Dec,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-Dec,G W Bush,Rep,J5MQ,D Souter,-0.7725
7-Dec,G W Bush,Rep,J6MQ,J Roberts,0.9303
7-Dec,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
7-Dec,G W Bush,Rep,J8MQ,S Alito,1.8167
7-Dec,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-Nov,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-Nov,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-Nov,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-Nov,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-Nov,G W Bush,Rep,J5MQ,D Souter,-0.7725
7-Nov,G W Bush,Rep,J6MQ,J Roberts,0.9303
7-Nov,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
7-Nov,G W Bush,Rep,J8MQ,S Alito,1.8167
7-Nov,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-Oct,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-Oct,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-Oct,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-Oct,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-Oct,G W Bush,Rep,J5MQ,D Souter,-0.7725
7-Oct,G W Bush,Rep,J6MQ,J Roberts,0.9303
7-Oct,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
7-Oct,G W Bush,Rep,J8MQ,S Alito,1.8167
7-Oct,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-Sep,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-Sep,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-Sep,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-Sep,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-Sep,G W Bush,Rep,J5MQ,D Souter,-0.7725
7-Sep,G W Bush,Rep,J6MQ,J Roberts,0.9303
7-Sep,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
7-Sep,G W Bush,Rep,J8MQ,S Alito,1.8167
7-Sep,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-Aug,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-Aug,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-Aug,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-Aug,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-Aug,G W Bush,Rep,J5MQ,D Souter,-0.7725
7-Aug,G W Bush,Rep,J6MQ,J Roberts,0.9303
7-Aug,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
7-Aug,G W Bush,Rep,J8MQ,S Alito,1.8167
7-Aug,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-Jul,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-Jul,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-Jul,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-Jul,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-Jul,G W Bush,Rep,J5MQ,D Souter,-0.7725
7-Jul,G W Bush,Rep,J6MQ,J Roberts,0.9303
7-Jul,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
7-Jul,G W Bush,Rep,J8MQ,S Alito,1.8167
7-Jul,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-Jun,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-Jun,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-Jun,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-Jun,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-Jun,G W Bush,Rep,J5MQ,D Souter,-0.7725
7-Jun,G W Bush,Rep,J6MQ,J Roberts,0.9303
7-Jun,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
7-Jun,G W Bush,Rep,J8MQ,S Alito,1.8167
7-Jun,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-May,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-May,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-May,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-May,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-May,G W Bush,Rep,J5MQ,D Souter,-0.7725
7-May,G W Bush,Rep,J6MQ,J Roberts,0.9303
7-May,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
7-May,G W Bush,Rep,J8MQ,S Alito,1.8167
7-May,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-Apr,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-Apr,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-Apr,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-Apr,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-Apr,G W Bush,Rep,J5MQ,D Souter,-0.7725
7-Apr,G W Bush,Rep,J6MQ,J Roberts,0.9303
7-Apr,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
7-Apr,G W Bush,Rep,J8MQ,S Alito,1.8167
7-Apr,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-Mar,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-Mar,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-Mar,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-Mar,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-Mar,G W Bush,Rep,J5MQ,D Souter,-0.7725
7-Mar,G W Bush,Rep,J6MQ,J Roberts,0.9303
7-Mar,G W Bush,Rep,J7MQ,[G H W Bush 2],1.4156
7-Mar,G W Bush,Rep,J8MQ,S Alito,1.8167
7-Mar,G W Bush,Rep,J9MQ,C Thomas,3.6037
7-Feb,G W Bush,Rep,J1MQ,R Ginsburg,-1.731
7-Feb,G W Bush,Rep,J2MQ,[Clinton 3],-1.4821
7-Feb,G W Bush,Rep,J3MQ,[Clinton 4],-1.4821
7-Feb,G W Bush,Rep,J4MQ,S Breyer,-1.2332
7-Feb,G W Bush,Rep,J5MQ,D Souter,-0.7725
